"","id_A","id_B","protein_A","protein_B","protein_fullname_A","protein_fullname_B","complexID","uniprot_A","uniprot_B","testB","testA"
"727",11756,11747,"exos9_human","di3l1_human","Exosome complex component RRP45","DIS3-like exonuclease 1","CPX-592","Q06265","Q8TF46","di3l1_human","exos9_human"
"728",11758,11752,"exos8_human","exos9_human","Exosome complex component RRP43","Exosome complex component RRP45","CPX-592","Q96B26","Q06265","exos9_human","exos8_human"
"729",11766,11746,"exos7_human","di3l1_human","Exosome complex component RRP42","DIS3-like exonuclease 1","CPX-592","Q15024","Q8TF46","di3l1_human","exos7_human"
"730",11768,11763,"exos6_human","exos7_human","Exosome complex component MTR3","Exosome complex component RRP42","CPX-592","Q5RKV6","Q15024","exos7_human","exos6_human"
"731",11769,11760,"exos6_human","exos8_human","Exosome complex component MTR3","Exosome complex component RRP43","CPX-592","Q5RKV6","Q96B26","exos8_human","exos6_human"
"732",11772,11759,"exos5_human","exos8_human","Exosome complex component RRP46","Exosome complex component RRP43","CPX-592","Q9NQT4","Q96B26","exos8_human","exos5_human"
"733",11773,11754,"exos5_human","exos9_human","Exosome complex component RRP46","Exosome complex component RRP45","CPX-592","Q9NQT4","Q06265","exos9_human","exos5_human"
"734",11776,11753,"exos4_human","exos9_human","Exosome complex component RRP41","Exosome complex component RRP45","CPX-592","Q9NPD3","Q06265","exos9_human","exos4_human"
"735",11777,11764,"exos4_human","exos7_human","Exosome complex component RRP41","Exosome complex component RRP42","CPX-592","Q9NPD3","Q15024","exos7_human","exos4_human"
"736",11779,11748,"exos4_human","di3l1_human","Exosome complex component RRP41","DIS3-like exonuclease 1","CPX-592","Q9NPD3","Q8TF46","di3l1_human","exos4_human"
"737",11782,11774,"exos3_human","exos5_human","Exosome complex component RRP40","Exosome complex component RRP46","CPX-592","Q9NQT5","Q9NQT4","exos5_human","exos3_human"
"738",11783,11755,"exos3_human","exos9_human","Exosome complex component RRP40","Exosome complex component RRP45","CPX-592","Q9NQT5","Q06265","exos9_human","exos3_human"
"739",11786,11778,"exos2_human","exos4_human","Exosome complex component RRP4","Exosome complex component RRP41","CPX-592","Q13868","Q9NPD3","exos4_human","exos2_human"
"740",11787,11765,"exos2_human","exos7_human","Exosome complex component RRP4","Exosome complex component RRP42","CPX-592","Q13868","Q15024","exos7_human","exos2_human"
"741",11789,11781,"exos1_human","exos3_human","Exosome complex component CSL4","Exosome complex component RRP40","CPX-592","Q9Y3B2","Q9NQT5","exos3_human","exos1_human"
"742",11790,11785,"exos1_human","exos2_human","Exosome complex component CSL4","Exosome complex component RRP4","CPX-592","Q9Y3B2","Q13868","exos2_human","exos1_human"
"743",11791,11770,"exos1_human","exos6_human","Exosome complex component CSL4","Exosome complex component MTR3","CPX-592","Q9Y3B2","Q5RKV6","exos6_human","exos1_human"
"744",11792,11761,"exos1_human","exos8_human","Exosome complex component CSL4","Exosome complex component RRP43","CPX-592","Q9Y3B2","Q96B26","exos8_human","exos1_human"
"745",11877,11873,"magnesium(2+)","di3l1_human","Magnesium(2+)","DIS3-like exonuclease 1","CPX-600",NA,"Q8TF46","di3l1_human","magnesium(2+)"
"746",11882,11875,"exosx_human","magnesium(2+)","Exosome component 10","Magnesium(2+)","CPX-600","Q01780",NA,"magnesium(2+)","exosx_human"
"747",11887,11871,"exos9_human","di3l1_human","Exosome complex component RRP45","DIS3-like exonuclease 1","CPX-600","Q06265","Q8TF46","di3l1_human","exos9_human"
"748",11893,11881,"exos8_human","exosx_human","Exosome complex component RRP43","Exosome component 10","CPX-600","Q96B26","Q01780","exosx_human","exos8_human"
"749",11894,11888,"exos8_human","exos9_human","Exosome complex component RRP43","Exosome complex component RRP45","CPX-600","Q96B26","Q06265","exos9_human","exos8_human"
"750",11899,11872,"exos7_human","di3l1_human","Exosome complex component RRP42","DIS3-like exonuclease 1","CPX-600","Q15024","Q8TF46","di3l1_human","exos7_human"
"751",11901,11891,"exos6_human","exos8_human","Exosome complex component MTR3","Exosome complex component RRP43","CPX-600","Q5RKV6","Q96B26","exos8_human","exos6_human"
"752",11902,11896,"exos6_human","exos7_human","Exosome complex component MTR3","Exosome complex component RRP42","CPX-600","Q5RKV6","Q15024","exos7_human","exos6_human"
"753",11904,11880,"exos6_human","exosx_human","Exosome complex component MTR3","Exosome component 10","CPX-600","Q5RKV6","Q01780","exosx_human","exos6_human"
"754",11906,11890,"exos5_human","exos8_human","Exosome complex component RRP46","Exosome complex component RRP43","CPX-600","Q9NQT4","Q96B26","exos8_human","exos5_human"
"755",11907,11885,"exos5_human","exos9_human","Exosome complex component RRP46","Exosome complex component RRP45","CPX-600","Q9NQT4","Q06265","exos9_human","exos5_human"
"756",11910,11884,"exos4_human","exos9_human","Exosome complex component RRP41","Exosome complex component RRP45","CPX-600","Q9NPD3","Q06265","exos9_human","exos4_human"
"757",11911,11897,"exos4_human","exos7_human","Exosome complex component RRP41","Exosome complex component RRP42","CPX-600","Q9NPD3","Q15024","exos7_human","exos4_human"
"758",11913,11870,"exos4_human","di3l1_human","Exosome complex component RRP41","DIS3-like exonuclease 1","CPX-600","Q9NPD3","Q8TF46","di3l1_human","exos4_human"
"759",11915,11908,"exos3_human","exos5_human","Exosome complex component RRP40","Exosome complex component RRP46","CPX-600","Q9NQT5","Q9NQT4","exos5_human","exos3_human"
"760",11916,11886,"exos3_human","exos9_human","Exosome complex component RRP40","Exosome complex component RRP45","CPX-600","Q9NQT5","Q06265","exos9_human","exos3_human"
"761",11919,11912,"exos2_human","exos4_human","Exosome complex component RRP4","Exosome complex component RRP41","CPX-600","Q13868","Q9NPD3","exos4_human","exos2_human"
"762",11920,11898,"exos2_human","exos7_human","Exosome complex component RRP4","Exosome complex component RRP42","CPX-600","Q13868","Q15024","exos7_human","exos2_human"
"763",11923,11903,"exos1_human","exos6_human","Exosome complex component CSL4","Exosome complex component MTR3","CPX-600","Q9Y3B2","Q5RKV6","exos6_human","exos1_human"
"764",11924,11892,"exos1_human","exos8_human","Exosome complex component CSL4","Exosome complex component RRP43","CPX-600","Q9Y3B2","Q96B26","exos8_human","exos1_human"
"765",11925,11879,"exos1_human","exosx_human","Exosome complex component CSL4","Exosome component 10","CPX-600","Q9Y3B2","Q01780","exosx_human","exos1_human"
"766",11926,11921,"exos1_human","exos2_human","Exosome complex component CSL4","Exosome complex component RRP4","CPX-600","Q9Y3B2","Q13868","exos2_human","exos1_human"
"767",11927,11917,"exos1_human","exos3_human","Exosome complex component CSL4","Exosome complex component RRP40","CPX-600","Q9Y3B2","Q9NQT5","exos3_human","exos1_human"
"768",11812,11807,"rrp44_human","magnesium(2+)","Exosome complex exonuclease RRP44","Magnesium(2+)","CPX-593","Q9Y2L1",NA,"magnesium(2+)","rrp44_human"
"769",11817,11810,"exos9_human","rrp44_human","Exosome complex component RRP45","Exosome complex exonuclease RRP44","CPX-593","Q06265","Q9Y2L1","rrp44_human","exos9_human"
"770",11823,11818,"exos8_human","exos9_human","Exosome complex component RRP43","Exosome complex component RRP45","CPX-593","Q96B26","Q06265","exos9_human","exos8_human"
"771",11828,11811,"exos7_human","rrp44_human","Exosome complex component RRP42","Exosome complex exonuclease RRP44","CPX-593","Q15024","Q9Y2L1","rrp44_human","exos7_human"
"772",11830,11825,"exos6_human","exos7_human","Exosome complex component MTR3","Exosome complex component RRP42","CPX-593","Q5RKV6","Q15024","exos7_human","exos6_human"
"773",11832,11821,"exos6_human","exos8_human","Exosome complex component MTR3","Exosome complex component RRP43","CPX-593","Q5RKV6","Q96B26","exos8_human","exos6_human"
"774",11834,11820,"exos5_human","exos8_human","Exosome complex component RRP46","Exosome complex component RRP43","CPX-593","Q9NQT4","Q96B26","exos8_human","exos5_human"
"775",11835,11815,"exos5_human","exos9_human","Exosome complex component RRP46","Exosome complex component RRP45","CPX-593","Q9NQT4","Q06265","exos9_human","exos5_human"
"776",11838,11814,"exos4_human","exos9_human","Exosome complex component RRP41","Exosome complex component RRP45","CPX-593","Q9NPD3","Q06265","exos9_human","exos4_human"
"777",11839,11826,"exos4_human","exos7_human","Exosome complex component RRP41","Exosome complex component RRP42","CPX-593","Q9NPD3","Q15024","exos7_human","exos4_human"
"778",11841,11809,"exos4_human","rrp44_human","Exosome complex component RRP41","Exosome complex exonuclease RRP44","CPX-593","Q9NPD3","Q9Y2L1","rrp44_human","exos4_human"
"779",11843,11822,"exos1_human","exos8_human","Exosome complex component CSL4","Exosome complex component RRP43","CPX-593","Q9Y3B2","Q96B26","exos8_human","exos1_human"
"780",11844,11831,"exos1_human","exos6_human","Exosome complex component CSL4","Exosome complex component MTR3","CPX-593","Q9Y3B2","Q5RKV6","exos6_human","exos1_human"
"781",11848,11836,"exos3_human","exos5_human","Exosome complex component RRP40","Exosome complex component RRP46","CPX-593","Q9NQT5","Q9NQT4","exos5_human","exos3_human"
"782",11849,11816,"exos3_human","exos9_human","Exosome complex component RRP40","Exosome complex component RRP45","CPX-593","Q9NQT5","Q06265","exos9_human","exos3_human"
"783",11850,11846,"exos3_human","exos1_human","Exosome complex component RRP40","Exosome complex component CSL4","CPX-593","Q9NQT5","Q9Y3B2","exos1_human","exos3_human"
"784",11852,11840,"exos2_human","exos4_human","Exosome complex component RRP4","Exosome complex component RRP41","CPX-593","Q13868","Q9NPD3","exos4_human","exos2_human"
"785",11853,11827,"exos2_human","exos7_human","Exosome complex component RRP4","Exosome complex component RRP42","CPX-593","Q13868","Q15024","exos7_human","exos2_human"
"786",11854,11845,"exos2_human","exos1_human","Exosome complex component RRP4","Exosome complex component CSL4","CPX-593","Q13868","Q9Y3B2","exos1_human","exos2_human"
"787",11117,11110,"exosx_human","magnesium(2+)","Exosome component 10","Magnesium(2+)","CPX-476","Q01780",NA,"magnesium(2+)","exosx_human"
"788",11119,11112,"rrp44_human","magnesium(2+)","Exosome complex exonuclease RRP44","Magnesium(2+)","CPX-476","Q9Y2L1",NA,"magnesium(2+)","rrp44_human"
"789",11127,11121,"exos9_human","rrp44_human","Exosome complex component RRP45","Exosome complex exonuclease RRP44","CPX-476","Q06265","Q9Y2L1","rrp44_human","exos9_human"
"790",11133,11116,"exos8_human","exosx_human","Exosome complex component RRP43","Exosome component 10","CPX-476","Q96B26","Q01780","exosx_human","exos8_human"
"791",11134,11128,"exos8_human","exos9_human","Exosome complex component RRP43","Exosome complex component RRP45","CPX-476","Q96B26","Q06265","exos9_human","exos8_human"
"792",11139,11122,"exos7_human","rrp44_human","Exosome complex component RRP42","Exosome complex exonuclease RRP44","CPX-476","Q15024","Q9Y2L1","rrp44_human","exos7_human"
"793",11141,11136,"exos6_human","exos7_human","Exosome complex component MTR3","Exosome complex component RRP42","CPX-476","Q5RKV6","Q15024","exos7_human","exos6_human"
"794",11142,11131,"exos6_human","exos8_human","Exosome complex component MTR3","Exosome complex component RRP43","CPX-476","Q5RKV6","Q96B26","exos8_human","exos6_human"
"795",11144,11115,"exos6_human","exosx_human","Exosome complex component MTR3","Exosome component 10","CPX-476","Q5RKV6","Q01780","exosx_human","exos6_human"
"796",11146,11130,"exos5_human","exos8_human","Exosome complex component RRP46","Exosome complex component RRP43","CPX-476","Q9NQT4","Q96B26","exos8_human","exos5_human"
"797",11147,11125,"exos5_human","exos9_human","Exosome complex component RRP46","Exosome complex component RRP45","CPX-476","Q9NQT4","Q06265","exos9_human","exos5_human"
"798",11150,11124,"exos4_human","exos9_human","Exosome complex component RRP41","Exosome complex component RRP45","CPX-476","Q9NPD3","Q06265","exos9_human","exos4_human"
"799",11151,11137,"exos4_human","exos7_human","Exosome complex component RRP41","Exosome complex component RRP42","CPX-476","Q9NPD3","Q15024","exos7_human","exos4_human"
"800",11153,11120,"exos4_human","rrp44_human","Exosome complex component RRP41","Exosome complex exonuclease RRP44","CPX-476","Q9NPD3","Q9Y2L1","rrp44_human","exos4_human"
"801",11155,11148,"exos3_human","exos5_human","Exosome complex component RRP40","Exosome complex component RRP46","CPX-476","Q9NQT5","Q9NQT4","exos5_human","exos3_human"
"802",11156,11126,"exos3_human","exos9_human","Exosome complex component RRP40","Exosome complex component RRP45","CPX-476","Q9NQT5","Q06265","exos9_human","exos3_human"
"803",11159,11152,"exos2_human","exos4_human","Exosome complex component RRP4","Exosome complex component RRP41","CPX-476","Q13868","Q9NPD3","exos4_human","exos2_human"
"804",11160,11138,"exos2_human","exos7_human","Exosome complex component RRP4","Exosome complex component RRP42","CPX-476","Q13868","Q15024","exos7_human","exos2_human"
"805",11163,11143,"exos1_human","exos6_human","Exosome complex component CSL4","Exosome complex component MTR3","CPX-476","Q9Y3B2","Q5RKV6","exos6_human","exos1_human"
"806",11164,11132,"exos1_human","exos8_human","Exosome complex component CSL4","Exosome complex component RRP43","CPX-476","Q9Y3B2","Q96B26","exos8_human","exos1_human"
"807",11165,11114,"exos1_human","exosx_human","Exosome complex component CSL4","Exosome component 10","CPX-476","Q9Y3B2","Q01780","exosx_human","exos1_human"
"808",11166,11161,"exos1_human","exos2_human","Exosome complex component CSL4","Exosome complex component RRP4","CPX-476","Q9Y3B2","Q13868","exos2_human","exos1_human"
"809",11167,11157,"exos1_human","exos3_human","Exosome complex component CSL4","Exosome complex component RRP40","CPX-476","Q9Y3B2","Q9NQT5","exos3_human","exos1_human"
"810",11688,11683,"exosx_human","magnesium(2+)","Exosome component 10","Magnesium(2+)","CPX-591","Q01780",NA,"magnesium(2+)","exosx_human"
"811",11695,11693,"exos8_human","exos9_human","Exosome complex component RRP43","Exosome complex component RRP45","CPX-591","Q96B26","Q06265","exos9_human","exos8_human"
"812",11699,11687,"exos8_human","exosx_human","Exosome complex component RRP43","Exosome component 10","CPX-591","Q96B26","Q01780","exosx_human","exos8_human"
"813",11705,11701,"exos6_human","exos7_human","Exosome complex component MTR3","Exosome complex component RRP42","CPX-591","Q5RKV6","Q15024","exos7_human","exos6_human"
"814",11706,11697,"exos6_human","exos8_human","Exosome complex component MTR3","Exosome complex component RRP43","CPX-591","Q5RKV6","Q96B26","exos8_human","exos6_human"
"815",11708,11686,"exos6_human","exosx_human","Exosome complex component MTR3","Exosome component 10","CPX-591","Q5RKV6","Q01780","exosx_human","exos6_human"
"816",11710,11696,"exos5_human","exos8_human","Exosome complex component RRP46","Exosome complex component RRP43","CPX-591","Q9NQT4","Q96B26","exos8_human","exos5_human"
"817",11711,11691,"exos5_human","exos9_human","Exosome complex component RRP46","Exosome complex component RRP45","CPX-591","Q9NQT4","Q06265","exos9_human","exos5_human"
"818",11714,11690,"exos4_human","exos9_human","Exosome complex component RRP41","Exosome complex component RRP45","CPX-591","Q9NPD3","Q06265","exos9_human","exos4_human"
"819",11715,11702,"exos4_human","exos7_human","Exosome complex component RRP41","Exosome complex component RRP42","CPX-591","Q9NPD3","Q15024","exos7_human","exos4_human"
"820",11718,11712,"exos3_human","exos5_human","Exosome complex component RRP40","Exosome complex component RRP46","CPX-591","Q9NQT5","Q9NQT4","exos5_human","exos3_human"
"821",11719,11692,"exos3_human","exos9_human","Exosome complex component RRP40","Exosome complex component RRP45","CPX-591","Q9NQT5","Q06265","exos9_human","exos3_human"
"822",11722,11716,"exos2_human","exos4_human","Exosome complex component RRP4","Exosome complex component RRP41","CPX-591","Q13868","Q9NPD3","exos4_human","exos2_human"
"823",11723,11703,"exos2_human","exos7_human","Exosome complex component RRP4","Exosome complex component RRP42","CPX-591","Q13868","Q15024","exos7_human","exos2_human"
"824",11726,11707,"exos1_human","exos6_human","Exosome complex component CSL4","Exosome complex component MTR3","CPX-591","Q9Y3B2","Q5RKV6","exos6_human","exos1_human"
"825",11727,11698,"exos1_human","exos8_human","Exosome complex component CSL4","Exosome complex component RRP43","CPX-591","Q9Y3B2","Q96B26","exos8_human","exos1_human"
"826",11728,11685,"exos1_human","exosx_human","Exosome complex component CSL4","Exosome component 10","CPX-591","Q9Y3B2","Q01780","exosx_human","exos1_human"
"827",11729,11720,"exos1_human","exos3_human","Exosome complex component CSL4","Exosome complex component RRP40","CPX-591","Q9Y3B2","Q9NQT5","exos3_human","exos1_human"
"828",11730,11724,"exos1_human","exos2_human","Exosome complex component CSL4","Exosome complex component RRP4","CPX-591","Q9Y3B2","Q13868","exos2_human","exos1_human"
"829",10877,10875,"sp16h_human","ssrp1_human","FACT complex subunit SPT16","FACT complex subunit SSRP1","CPX-419","Q9Y5B9","Q08945","ssrp1_human","sp16h_human"
"830",10877,10875,"sp16h_human","ssrp1_human","FACT complex subunit SPT16","FACT complex subunit SSRP1","CPX-419","Q9Y5B9","Q08945","ssrp1_human","sp16h_human"
"831",9883,9881,"flna_human","flna_human","Filamin-A","Filamin-A","CPX-122","P21333","P21333","flna_human","flna_human"
"832",11254,11252,"jun_human","fos_human","Transcription factor AP-1","Proto-oncogene c-Fos","CPX-486","P05412","P01100","fos_human","jun_human"
"833",14035,14033,"foxo3_human","myc_human","Forkhead box protein O3","Myc proto-oncogene protein","CPX-1123","O43524","P01106","myc_human","foxo3_human"
"834",14050,14048,"foxo3_human","1433z_human","Forkhead box protein O3","14-3-3 protein zeta/delta","CPX-1147","O43524","P63104","1433z_human","foxo3_human"
"835",14051,14048,"foxo3_human","1433z_human","Forkhead box protein O3","14-3-3 protein zeta/delta","CPX-1147","O43524","P63104","1433z_human","foxo3_human"
"836",14052,14048,"foxo3_human","1433z_human","Forkhead box protein O3","14-3-3 protein zeta/delta","CPX-1147","O43524","P63104","1433z_human","foxo3_human"
